1	1	7.66933024
2	1	9.35671985
3	1	8.85891974
4	1	8.30084026
5	1	9.08294022
6	1	8.21636975
7	1	9.28031027
8	1	7.29638994
9	1	8.63949001
10	1	7.60567009
11	1	7.84685016
12	1	6.26509011
13	1	7.66682982
14	1	8.34912002
15	1	7.3012501
16	1	6.27306998
17	1	6.50366008
18	1	6.07245982
19	1	5.15204012
20	1	4.89504993
21	1	4.14442003
22	1	5.22029996
23	1	5.06438017
24	1	5.45145988
25	1	5.15231013
26	1	5.16952991
27	1	5.36716998
28	1	4.28357005
29	1	4.88472998
30	1	4.21036005
31	1	4.05800998
32	1	3.19990009
33	1	4.23357993
34	1	3.51859987
35	1	2.26280004
36	1	4.63905007
37	1	4.61116999
38	1	6.30806983
39	1	7.16807008
40	1	5.42165995
41	1	5.05975008
42	1	5.24155974
43	1	4.56752986
44	1	4.09177989
45	1	5.38172007
46	1	4.7429201
47	1	6.71423972
48	1	6.26856029
49	1	6.52666986
50	1	6.91785991
1	2	8.02522004
2	2	9.10782993
3	2	9.07491982
4	2	8.96799982
5	2	8.3582598
6	2	8.58636975
7	2	8.51916015
8	2	7.93250978
9	2	7.86723971
10	2	7.84586012
11	2	6.54893994
12	2	7.32654989
13	2	6.96412027
14	2	7.58728027
15	2	8.37643027
16	2	6.07459009
17	2	6.13049984
18	2	5.62088013
19	2	4.27780986
20	2	4.18143988
21	2	4.03394014
22	2	5.1256597
23	2	4.24456
24	2	4.72299993
25	2	4.21429008
26	2	4.57033992
27	2	4.92424995
28	2	5.21606982
29	2	3.18282992
30	2	4.43740994
31	2	4.33708012
32	2	4.34722006
33	2	3.78143996
34	2	3.28640997
35	2	2.69737005
36	2	2.48677
37	2	5.04092991
38	2	5.06012022
39	2	6.84643984
40	2	5.86685002
41	2	6.77587986
42	2	5.63543022
43	2	4.78711009
44	2	4.5739001
45	2	5.16939998
46	2	5.18552005
47	2	5.19514024
48	2	5.80353975
49	2	5.23378015
50	2	5.63552022
1	3	7.66435981
